fname,label
805847067.171205120004_140472_140502_CR.png,0
805847067.180407120000_210193_210215_WH.png,5
805847067.170917194929_184455_184499_MO.png,3
805847067.180908175957_041834_041926_MO.png,3
805847067.171202180004_134542_134927_GN.png,1
805847067.180127045959_201363_201397_WH.png,5
805847067.170923095358_541010_541301_RU.png,4
805847067.180908065957_023789_024009_GL.png,2
805847067.170917054901_111085_111130_MO.png,3
Cargo103_125.0_130.0.png,6
805847067.180825065959_240631_240654_WH.png,5
805847067.170923045348_194928_194950_WH.png,5
805847067.170917014853_011855_012001_GL.png,2
805847067.180616060001_091162_091188_WH.png,5
805847067.180117050000_093391_093514_GL.png,2
Tanker38_45.0_50.0.png,6
805847067.171205140004_083810_083988_GN.png,1
Passengership33_65.0_70.0.png,6
805847067.170923165412_171080_171118_CR.png,0
805847067.180106140000_201166_201209_MO.png,3
Passengership37_20.0_25.0.png,6
805847067.180825045959_065122_065547_GL.png,2
805847067.171021025958_291185_291245_MO.png,3
805847067.170917054901_111130_111152_CR.png,0
805847067.170923085356_444492_444721_RU.png,4
805847067.180721050003_104938_105084_MO.png,3
805847067.180825225959_122275_122299_WH.png,5
805847067.171001030258_120515_120532_WH.png,5
805847067.170917194929_515185_515206_WH.png,5
805847067.170917134917_115484_115524_CR.png,0
805847067.180417200000_181214_181230_WH.png,5
Tanker39_90.0_95.0.png,6
805847067.171104105958_211215_211331_MO.png,3
Cargo38_155.0_160.0.png,6
805847067.180117040000_210475_210549_MO.png,3
805847067.171205050004_032925_032946_WH.png,5
805847067.170917164923_180045_180142_MO.png,3
Cargo44_70.0_75.0.png,6
805847067.170917184927_514850_515130_GL.png,2
805847067.171007060754_034688_034724_WH.png,5
805847067.180728070000_085216_085243_CR.png,0
805847067.170917094909_085837_090110_RU.png,4
805847067.170917094909_004251_004311_MO.png,3
805847067.170917014853_012577_012595_CR.png,0
Cargo41_115.0_120.0.png,6
805847067.170923085356_282503_282559_MO.png,3
805847067.180505060002_213152_213270_GL.png,2
Cargo38_140.0_145.0.png,6
805847067.170923095358_523546_524090_RU.png,4
Tanker2_30.0_35.0.png,6
Tanker32_20.0_25.0.png,6
805847067.171004050527_162210_162259_MO.png,3
805847067.171223150000_090141_090161_WH.png,5
Cargo103_115.0_120.0.png,6
805847067.180721070003_114444_114462_CR.png,0
Tanker29_85.0_90.0.png,6
805847067.171202090004_221821_221839_WH.png,5
805847067.170923105400_105418_105450_MO.png,3
Cargo38_5.0_10.0.png,6
Cargo78_120.0_125.0.png,6
805847067.171005030611_115534_115713_MO.png,3
805847067.180310085958_180370_180418_MO.png,3
Tanker49_5.0_10.0.png,6
805847067.171014055958_102285_102357_GL.png,2
805847067.180117050000_093345_093367_WH.png,5
805847067.180505060002_213698_213718_WH.png,5
805847067.180203060002_073607_073651_CR.png,0
Tanker9_0.0_5.0.png,6
Cargo69_25.0_30.0.png,6
805847067.180127045959_195775_195937_GL.png,2
805847067.171202080004_142490_142528_CR.png,0
805847067.180428200002_050783_050797_WH.png,5
805847067.170916084819_181751_181802_MO.png,3
Tug9_120.0_125.0.png,6
805847067.180721050003_111434_111563_MO.png,3
805847067.170930110226_091837_092038_RU.png,4
805847067.171021025958_281963_282076_RU.png,4
805847067.170916084819_430312_430363_MO.png,3
Passengership32_25.0_30.0.png,6
805847067.171202050004_165066_165098_CR.png,0
805847067.170916064815_253299_253357_CR.png,0
Cargo99_95.0_100.0.png,6
805847067.180714160003_243264_243282_WH.png,5
805847067.180721040003_061979_062006_WH.png,5
805847067.180117040000_210559_210604_MO.png,3
805847067.171104065958_134642_135026_GL.png,2
805847067.170916144831_101254_101671_RU.png,4
805847067.170917064903_085114_085188_MO.png,3
805847067.180825025959_034413_034463_CR.png,0
805847067.180825045959_213958_214010_CR.png,0
Tanker38_30.0_35.0.png,6
805847067.180310085958_180418_180548_MO.png,3
805847067.180117040000_134997_135016_WH.png,5
805847067.180616050001_013183_013461_GL.png,2
805847067.171202170004_295857_295876_WH.png,5
805847067.180117120000_034324_034347_WH.png,5
805847067.170917094909_044881_045062_RU.png,4
805847067.180117050000_004483_004563_MO.png,3
805847067.180519225959_000297_000372_CR.png,0
805847067.171104035958_153603_153624_WH.png,5
805847067.180804050000_161257_161615_GL.png,2
Tanker35_10.0_15.0.png,6
805847067.180616040001_145806_145837_MO.png,3
805847067.180804010000_054323_054466_GL.png,2
805847067.180428200002_045303_045355_MO.png,3
805847067.171223110000_175470_175497_WH.png,5
805847067.170917064903_090596_090630_CR.png,0
805847067.180410160000_020891_021014_GN.png,1
805847067.180804060000_291640_291926_GL.png,2
805847067.171223110000_194327_194493_GN.png,1
Passengership37_150.0_155.0.png,6
805847067.171005190643_295367_295701_GL.png,2
805847067.180616040001_144499_144902_MO.png,3
805847067.180328120000_050240_050487_GN.png,1
805847067.180825035959_152974_153025_CR.png,0
805847067.171005200645_310525_310710_GL.png,2
805847067.170923155410_540767_540982_GN.png,1
805847067.171126160004_185937_190056_GL.png,2
805847067.170923095358_533322_533687_RU.png,4
805847067.180804060000_295297_295350_GL.png,2
805847067.180825015959_200288_200309_WH.png,5
805847067.180117050000_092561_092586_WH.png,5
805847067.170916164835_382862_382898_CR.png,0
Tug49_5.0_10.0.png,6
Passengership50_155.0_160.0.png,6
805847067.170916084819_423020_423077_MO.png,3
805847067.170916094821_404428_404561_RU.png,4
Cargo62_115.0_120.0.png,6
805847067.170923085356_000992_001012_WH.png,5
Passengership50_80.0_85.0.png,6
805847067.180106100000_235001_235128_GN.png,1
805847067.180117050000_004438_004485_MO.png,3
Cargo38_170.0_175.0.png,6
805847067.180117040000_140514_140853_RU.png,4
Tug9_185.0_190.0.png,6
805847067.170916164835_034287_034603_MO.png,3
805847067.180811220004_005203_005250_CR.png,0
805847067.180825065959_240611_240628_WH.png,5
805847067.170917134917_001128_001208_MO.png,3
805847067.180117040000_205814_205851_CR.png,0
805847067.170917074905_351450_351495_CR.png,0
Cargo96_145.0_150.0.png,6
805847067.170916084819_431375_431622_RU.png,4
805847067.180127025959_271796_271830_MO.png,3
805847067.170916124827_421598_421979_RU.png,4
805847067.170916184839_415231_415252_CR.png,0
805847067.180804060000_293378_293408_WH.png,5
805847067.180117170000_273642_273954_GN.png,1
805847067.170917094909_090885_091140_RU.png,4
805847067.180203060002_050564_050636_MO.png,3
805847067.170917184927_515556_515575_WH.png,5
Tanker20_10.0_15.0.png,6
Tanker2_25.0_30.0.png,6
Cargo62_75.0_80.0.png,6
Cargo15_50.0_55.0.png,6
805847067.170917014853_013178_013195_WH.png,5
805847067.180106080000_212235_212267_MO.png,3
805847067.171104045958_130105_130138_CR.png,0
805847067.170916084819_183241_183299_MO.png,3
Tanker49_0.0_5.0.png,6
805847067.171004050527_161152_161174_WH.png,5
805847067.170916074817_170563_170598_MO.png,3
805847067.180721050003_002522_002594_MO.png,3
Tanker47_15.0_20.0.png,6
805847067.180825045959_212667_212705_CR.png,0
805847067.170916074817_165811_170136_RU.png,4
805847067.171202050004_163531_163562_CR.png,0
805847067.170923105400_165429_165937_RU.png,4
805847067.170923105400_065764_070238_RU.png,4
805847067.170917194929_514503_514644_GL.png,2
805847067.171230170000_054114_054403_GN.png,1
805847067.180804080000_132882_132903_WH.png,5
805847067.170923135406_590195_590393_RU.png,4
805847067.171021025958_281221_281284_CR.png,0
805847067.180728070000_251726_251966_GL.png,2
805847067.170916184839_160447_160524_MO.png,3
805847067.180127065959_015634_015913_GL.png,2
805847067.180206060002_111071_111091_GN.png,1
805847067.180804080000_133735_133766_CR.png,0
805847067.180825015959_201863_201886_WH.png,5
805847067.170916154833_382363_382377_WH.png,5
805847067.170917064903_090252_090274_WH.png,5
805847067.170923165412_072932_072983_MO.png,3
805847067.180106090000_022270_022346_MO.png,3
805847067.170917084907_531083_531167_GN.png,1
805847067.180804030000_234159_234187_WH.png,5
805847067.170923105400_111341_111731_RU.png,4
805847067.170916064815_222826_222867_MO.png,3
805847067.170916154833_283187_283217_CR.png,0
805847067.180416050000_285055_285095_CR.png,0
805847067.180417200000_121059_121078_WH.png,5
Cargo110_80.0_85.0.png,6
805847067.171223110000_175999_180020_WH.png,5
805847067.180203060002_074335_074357_WH.png,5
Passengership4_115.0_120.0.png,6
