fname,label
805847067.171202090004_221201_221223_WH.png,5
805847067.180127045959_160597_161218_GL.png,2
805847067.170917054901_295622_295686_CR.png,0
805847067.180127025959_204973_205050_MO.png,3
805847067.170917064903_090308_090335_WH.png,5
805847067.170917064903_092671_092692_WH.png,5
805847067.170916184839_155881_155948_MO.png,3
805847067.170917064903_090805_090869_MO.png,3
805847067.180127045959_162068_162088_WH.png,5
805847067.180127025959_271796_271830_MO.png,3
805847067.170917054901_292303_292479_MO.png,3
805847067.180728060000_265960_270283_GL.png,2
805847067.170917054901_111130_111152_CR.png,0
805847067.171014055958_102191_102245_MO.png,3
805847067.171014055958_101798_101893_MO.png,3
805847067.170916234849_534277_534552_GL.png,2
805847067.170916134829_323525_323787_GN.png,1
805847067.170917054901_293248_293273_WH.png,5
805847067.180206060002_112430_112454_WH.png,5
805847067.170917054901_293105_293160_WH.png,5
805847067.180117050000_092540_092555_WH.png,5
805847067.180117050000_003363_003424_CR.png,0
805847067.171202050004_162411_162434_WH.png,5
805847067.180206060002_113452_113483_CR.png,0
805847067.180203060002_141508_141533_WH.png,5
805847067.170917194929_515963_515983_WH.png,5
805847067.180203060002_141551_141570_WH.png,5
805847067.170916194841_045294_045341_CR.png,0
805847067.180203060002_122864_122890_CR.png,0
805847067.170916184839_415642_420096_RU.png,4
805847067.171104035958_151650_151988_GL.png,2
805847067.171021025958_280614_280649_CR.png,0
805847067.180317190003_023365_023455_MO.png,3
805847067.180117050000_192989_193008_WH.png,5
805847067.171230040000_032165_032192_WH.png,5
805847067.170916194841_044737_044755_WH.png,5
805847067.180117050000_003211_003236_CR.png,0
805847067.180203060002_050237_050339_GN.png,1
805847067.180106090000_184919_184945_WH.png,5
805847067.171104035958_152718_152748_WH.png,5
805847067.171205060004_023029_023114_MO.png,3
805847067.170917184927_515575_515596_WH.png,5
805847067.171004050527_161689_161818_GL.png,2
805847067.171230170000_033649_033668_WH.png,5
805847067.171202080004_143014_143036_WH.png,5
805847067.180203060002_101317_101344_WH.png,5
805847067.170916134829_262400_262562_GN.png,1
805847067.180721050003_105768_110016_GL.png,2
805847067.171205050004_033336_033447_MO.png,3
805847067.180206060002_112458_112475_WH.png,5
805847067.180206060002_262609_262674_GL.png,2
805847067.170917194929_515166_515186_WH.png,5
805847067.180203060002_141532_141553_WH.png,5
805847067.170917164923_180230_180256_MO.png,3
805847067.180825025959_165961_170039_MO.png,3
805847067.171104035958_153065_153412_GL.png,2
805847067.180117050000_003923_003944_WH.png,5
805847067.171230040000_031005_031207_GN.png,1
805847067.180117050000_092193_092470_GN.png,1
805847067.180106080000_212235_212267_MO.png,3
805847067.171004050527_160991_161030_CR.png,0
805847067.180113050000_233060_233081_WH.png,5
805847067.180203060002_141306_141489_GL.png,2
805847067.180117050000_092561_092586_WH.png,5
805847067.170917054901_300536_300559_WH.png,5
805847067.170916194841_042812_042900_GL.png,2
805847067.170917064903_085560_088904_GL.png,2
805847067.180206060002_111054_111072_GN.png,1
805847067.180206070002_112248_112295_MO.png,3
805847067.180310085958_231387_231428_MO.png,3
805847067.180616080001_015583_015602_WH.png,5
805847067.180206060002_261442_261616_GL.png,2
805847067.180203060002_050737_050763_MO.png,3
805847067.180117050000_003255_003283_WH.png,5
805847067.171223110000_134774_135171_GN.png,1
805847067.170916194841_402439_402848_MO.png,3
805847067.171230170000_033632_033650_WH.png,5
805847067.170917184927_514727_514757_CR.png,0
805847067.180203060002_074250_074290_CR.png,0
805847067.170917054901_300376_300455_GL.png,2
805847067.170917064903_090950_090972_WH.png,5
805847067.180203060002_072785_073223_GL.png,2
805847067.180113050000_232395_232940_GL.png,2
805847067.171104035958_152940_153067_MO.png,3
805847067.180117050000_192348_192421_MO.png,3
805847067.170916194841_401367_401388_WH.png,5
805847067.180203060002_043746_044169_GL.png,2
805847067.170916184839_413172_413622_GL.png,2
805847067.170916194841_400306_400391_MO.png,3
805847067.171230040000_025543_025789_GL.png,2
805847067.170917014853_012066_012107_CR.png,0
805847067.180206070002_112332_112469_RU.png,4
805847067.170917164923_022017_022821_RU.png,4
805847067.180811210004_224661_225087_GL.png,2
805847067.180206060002_261664_261687_WH.png,5
805847067.180117050000_091004_091405_GL.png,2
805847067.180117050000_004438_004485_MO.png,3
805847067.180127045959_163326_163501_RU.png,4
805847067.170917184927_255413_255446_WH.png,5
805847067.180811210004_225261_225323_CR.png,0
805847067.171004050527_161287_161308_WH.png,5
805847067.180203060002_122299_122531_GL.png,2
805847067.180127025959_210374_210660_MO.png,3
805847067.170916124827_413850_414106_RU.png,4
805847067.170917054901_294216_294246_CR.png,0
805847067.180203060002_045628_045744_MO.png,3
805847067.170917184927_260244_260265_WH.png,5
805847067.180310085958_180418_180548_MO.png,3
805847067.170917064903_090214_090238_WH.png,5
805847067.170917014853_011554_011651_MO.png,3
805847067.171021025958_281963_282076_RU.png,4
805847067.170916124827_424865_424900_MO.png,3
805847067.171202090004_221151_221168_WH.png,5
805847067.170917014853_011402_011502_MO.png,3
805847067.170923155410_164871_164958_GN.png,1
805847067.170917184927_515400_515422_WH.png,5
805847067.170917074905_352374_352392_WH.png,5
805847067.170917074905_352424_352441_WH.png,5
805847067.170916104823_391641_391732_GL.png,2
805847067.170916104823_392096_392164_MO.png,3
805847067.180117050000_003981_004007_WH.png,5
805847067.171230040000_024579_025112_GL.png,2
805847067.170916164835_034287_034603_MO.png,3
805847067.180206060002_111093_111133_GN.png,1
805847067.171021025958_282395_282482_MO.png,3
805847067.170917194929_514305_514346_CR.png,0
805847067.180206060002_261284_261445_GN.png,1
805847067.170923155410_131812_131920_GN.png,1
805847067.171205060004_023910_023938_CR.png,0
805847067.180113050000_234616_234684_MO.png,3
805847067.170916084819_195324_195409_MO.png,3
805847067.171205060004_023117_023220_MO.png,3
805847067.171202090004_220533_220596_MO.png,3
805847067.180203060002_123000_123115_GN.png,1
805847067.170916194841_402997_403026_CR.png,0
805847067.180206060002_261172_261289_MO.png,3
805847067.170917194929_520010_520028_WH.png,5
805847067.171202170004_295857_295876_WH.png,5
805847067.170917014853_011298_011391_MO.png,3
805847067.170916184839_412098_412239_GL.png,2
805847067.180203060002_123575_123622_CR.png,0
805847067.180203060002_122116_122136_WH.png,5
805847067.180206060002_110923_110985_GN.png,1
805847067.170917194929_515141_515167_WH.png,5
805847067.180413050000_270836_270884_MO.png,3
805847067.170916194841_044720_044737_WH.png,5
805847067.180206070002_112712_112754_MO.png,3
805847067.180721050003_104938_105084_MO.png,3
805847067.170917184927_254604_254844_GL.png,2
805847067.180203060002_101364_101386_WH.png,5
805847067.180203060002_050031_050239_GN.png,1
805847067.180117050000_004771_004815_CR.png,0
805847067.170917184927_515362_515381_WH.png,5
805847067.180203060002_073351_073369_WH.png,5
805847067.171104035958_153603_153624_WH.png,5
805847067.170917184927_255456_255545_GL.png,2
805847067.180117050000_190880_191156_MO.png,3
805847067.170917184927_515538_515558_WH.png,5
805847067.170917074905_353702_353721_WH.png,5
805847067.170917164923_180256_180293_MO.png,3
805847067.170917094909_004325_004746_RU.png,4
805847067.170917194929_184498_184565_MO.png,3
805847067.171230040000_025962_025980_WH.png,5
805847067.170917064903_092021_092107_MO.png,3
805847067.180127045959_161758_161960_GL.png,2
805847067.171004050527_161219_161242_WH.png,5
805847067.170923045348_195554_195585_WH.png,5
805847067.170917164923_020624_021009_RU.png,4
805847067.171223100000_213053_213077_WH.png,5
805847067.170917194929_514718_514734_WH.png,5
805847067.170917094909_003195_003894_RU.png,4
805847067.180106090000_185151_185190_MO.png,3
805847067.180117050000_003963_003982_WH.png,5
805847067.170916194841_401647_401694_CR.png,0
805847067.170916124827_431200_431502_RU.png,4
805847067.170916184839_160114_160151_MO.png,3
805847067.180203060002_073557_073570_WH.png,5
805847067.170917164923_180151_180184_MO.png,3
805847067.170916194841_400069_400247_MO.png,3
805847067.170916124827_424015_424061_MO.png,3
805847067.180127025959_272060_272401_GL.png,2
805847067.171223160000_231926_231947_WH.png,5
805847067.170916104823_390420_390798_RU.png,4
805847067.171230040000_032117_032140_WH.png,5
805847067.171126160004_184517_185064_GL.png,2
805847067.170917184927_514850_515130_GL.png,2
805847067.180206060002_112081_112303_GL.png,2
805847067.170917064903_583940_584310_RU.png,4
805847067.171205050004_033446_033605_GL.png,2
805847067.180310085958_180370_180418_MO.png,3
805847067.171205060004_022747_022968_RU.png,4
805847067.170917194929_184610_184652_MO.png,3
805847067.170917194929_514503_514644_GL.png,2
805847067.180206070002_112656_112698_MO.png,3
805847067.170916194841_401284_401304_WH.png,5
805847067.170917164923_022821_022847_MO.png,3
805847067.171021025958_275912_275996_MO.png,3
805847067.170917184927_520435_520577_MO.png,3
805847067.170916074817_411383_411607_RU.png,4
805847067.170917074905_200917_201013_RU.png,4
805847067.180117050000_093549_093589_CR.png,0
805847067.170917154921_021216_021635_RU.png,4
805847067.170916194841_400658_400775_MO.png,3
805847067.170917194929_513644_513676_MO.png,3
805847067.170916184839_415231_415252_CR.png,0
805847067.171005030611_114606_114629_WH.png,5
805847067.170917184927_255915_260130_GL.png,2
805847067.171223160000_231984_232003_WH.png,5
805847067.180203060002_045744_045838_GN.png,1
805847067.180117050000_005611_005653_CR.png,0
805847067.170916154833_430317_430532_RU.png,4
805847067.170917054901_110564_110602_CR.png,0
805847067.170916184839_413013_413049_CR.png,0
805847067.180117050000_190023_190060_CR.png,0
805847067.170923045348_193742_194058_GL.png,2
805847067.170917184927_260129_260245_RU.png,4
805847067.180106090000_185721_185738_WH.png,5
805847067.171202050004_163185_163351_GL.png,2
805847067.180317190003_023327_023368_MO.png,3
805847067.180117050000_093391_093514_GL.png,2
805847067.180206060002_113575_113644_MO.png,3
805847067.171230040000_025979_030002_WH.png,5
805847067.170923045348_200444_200472_WH.png,5
805847067.171223100000_213651_213694_CR.png,0
805847067.170917164923_180014_180048_MO.png,3
805847067.180117050000_192186_192214_WH.png,5
805847067.170917064903_092414_092476_RU.png,4
805847067.180203060002_141840_141868_WH.png,5
805847067.180203060002_050968_051013_MO.png,3
805847067.171004050527_160517_160619_MO.png,3
805847067.180203060002_073328_073352_WH.png,5
805847067.170917054901_294677_294694_WH.png,5
805847067.170916114825_330992_331056_MO.png,3
805847067.180106080000_212303_212414_MO.png,3
805847067.180117050000_005712_005735_WH.png,5
805847067.180206060002_262372_262486_GL.png,2
805847067.170917154921_021128_021209_MO.png,3
805847067.180721050003_110411_110633_GL.png,2
805847067.170917164923_024063_024100_MO.png,3
805847067.170917164923_180183_180228_MO.png,3
805847067.170916194841_402005_402039_WH.png,5
805847067.170917064903_091471_091793_MO.png,3
805847067.170916084819_194488_194563_MO.png,3
805847067.170916074817_411683_411974_RU.png,4
805847067.180203060002_075201_075494_RU.png,4
805847067.170916194841_044698_044712_WH.png,5
805847067.170917064903_091189_091386_RU.png,4
805847067.171223100000_212999_213027_WH.png,5
805847067.180203060002_050564_050636_MO.png,3
805847067.170917194929_520029_520050_WH.png,5
805847067.180206060002_111030_111049_GN.png,1
805847067.180113050000_233728_233746_WH.png,5
805847067.171230170000_033611_033633_WH.png,5
805847067.180317190003_024243_024278_CR.png,0
805847067.170917054901_294797_294821_WH.png,5
805847067.180117050000_191235_191946_MO.png,3
805847067.180127045959_162852_162884_WH.png,5
805847067.171202170004_295117_295196_MO.png,3
805847067.180310085958_175372_175914_MO.png,3
805847067.171021025958_282249_282269_CR.png,0
805847067.170916184839_412308_412365_CR.png,0
805847067.170923045348_194928_194950_WH.png,5
805847067.170917194929_513786_513809_MO.png,3
805847067.171004050527_161114_161140_WH.png,5
805847067.170923155410_540767_540982_GN.png,1
805847067.180113050000_234404_234425_WH.png,5
805847067.180117050000_190416_190687_GL.png,2
805847067.180127045959_163164_163241_MO.png,3
805847067.171230040000_024059_024167_GL.png,2
805847067.180117050000_185669_185866_GL.png,2
805847067.180206060002_111015_111031_GN.png,1
805847067.170917194929_184748_184788_MO.png,3
805847067.170917094909_002549_002846_RU.png,4
805847067.170917064903_585016_585638_RU.png,4
805847067.170916194841_044773_044797_WH.png,5
805847067.180317190003_022903_023309_RU.png,4
805847067.170917054901_111275_111323_GN.png,1
805847067.170923045348_195618_195650_WH.png,5
805847067.180203060002_095593_100353_GL.png,2
805847067.180106090000_022361_022537_RU.png,4
805847067.170917194929_515992_520010_WH.png,5
805847067.180127025959_271848_271895_MO.png,3
805847067.180117050000_004563_004692_GL.png,2
805847067.180310085958_231286_231306_WH.png,5
805847067.170917184927_515286_515314_CR.png,0
805847067.171005030611_115298_115320_WH.png,5
805847067.180117050000_190740_190770_WH.png,5
805847067.180203060002_073277_073302_WH.png,5
805847067.180206060002_261707_261735_CR.png,0
805847067.180117050000_190168_190193_WH.png,5
805847067.180127045959_161417_161480_CR.png,0
805847067.170917054901_110404_110564_GL.png,2
805847067.180811210004_230573_230697_GL.png,2
805847067.170917054901_294953_294970_WH.png,5
805847067.171230170000_033151_033468_GL.png,2
805847067.180203060002_122003_122031_CR.png,0
805847067.180106090000_184573_184819_GL.png,2
805847067.180206060002_285985_290468_RU.png,4
805847067.180310085958_180545_180639_GL.png,2
805847067.170923155410_562907_563046_GN.png,1
805847067.170917074905_352391_352408_WH.png,5
805847067.180106160000_251022_251319_GN.png,1
805847067.171223100000_213374_213399_WH.png,5
805847067.180728060000_265772_265793_WH.png,5
805847067.171202170004_295004_295020_WH.png,5
805847067.170917194929_184331_184368_MO.png,3
805847067.180203060002_074786_074818_CR.png,0
805847067.180203060002_072661_072785_GN.png,1
805847067.171202050004_163829_164270_RU.png,4
805847067.180117050000_003943_003964_WH.png,5
805847067.171202090004_220352_220375_WH.png,5
805847067.180203060002_050940_050967_MO.png,3
805847067.170916114825_331057_331286_RU.png,4
805847067.170916194841_400431_400511_MO.png,3
805847067.170916104823_385822_390332_RU.png,4
805847067.180310085958_255615_255863_GL.png,2
805847067.170917054901_300215_300377_MO.png,3
805847067.171202080004_141122_141582_GL.png,2
805847067.170917094909_004251_004311_MO.png,3
805847067.180728060000_265738_265765_WH.png,5
805847067.170916124827_424971_425272_RU.png,4
805847067.171004050527_155384_155840_GL.png,2
805847067.171202050004_162496_162621_MO.png,3
805847067.180106080000_212430_212749_RU.png,4
805847067.170917014853_012184_012495_GL.png,2
805847067.180127025959_205867_205979_MO.png,3
805847067.170916104823_392268_392338_GL.png,2
805847067.171004050527_155174_155210_CR.png,0
805847067.171005030611_114880_114910_CR.png,0
805847067.180117050000_092100_092119_WH.png,5
805847067.170917164923_180045_180142_MO.png,3
805847067.170917184927_514666_514694_CR.png,0
805847067.170917054901_300055_300181_MO.png,3
805847067.170917194929_513611_513638_MO.png,3
805847067.171005030611_113701_113768_GL.png,2
